Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
13116,,KL,Woodruff,"University of Wyoming, Department of Animal Science, Laramie, WY 82071, USA.",USA,University of Wyoming
13117,,GL,Hummel,"University of Wyoming, Department of Animal Science, Laramie, WY 82071, USA.",USA,University of Wyoming
13118,,KJ,Austin,"University of Wyoming, Department of Animal Science, Laramie, WY 82071, USA.",USA,University of Wyoming
13119,,SL,Lake,"University of Wyoming, Laramie Research and Extension Center, Laramie, WY 82070, USA.",USA,University of Wyoming
13120,,HC,Cunningham-Hollinger,"University of Wyoming, Department of Animal Science, Laramie, WY 82071, USA.",USA,University of Wyoming
13121,,R,Zamorano-Algandar,"Departamento de Agricultura y Ganadería, Universidad de Sonora, Hermosillo 83000, Mexico.",Mexico,Universidad de Sonora
13122,,JF,Medrano,"Department of Animal Science, University of California, Davis, CA 95616, USA.",USA,University of California
13123,,MG,Thomas,"Texas A&M AgriLife Research, Beeville, TX 78102, USA.",USA,Unparsed
13124,,RM,Enns,"Department of Animal Sciences, Colorado State University, Fort Collins, CO 80523, USA.",USA,Colorado State University
13125,,SE,Speidel,"Department of Animal Sciences, Colorado State University, Fort Collins, CO 80523, USA.",USA,Colorado State University
13126,,MA,Sánchez-Castro,"Department of Animal Sciences, Colorado State University, Fort Collins, CO 80523, USA.",USA,Colorado State University
13127,,G,Luna-Nevárez,"Departamento de Ciencias Agronómicas y Veterinarias, Instituto Tecnológico de Sonora, Ciudad Obregón 85000, Mexico.",Mexico,Instituto Tecnológico de Sonora
13128,,JC,Leyva-Corona,"Departamento de Ciencias Agronómicas y Veterinarias, Instituto Tecnológico de Sonora, Ciudad Obregón 85000, Mexico.",Mexico,Instituto Tecnológico de Sonora
13129,,P,Luna-Nevárez,"Departamento de Ciencias Agronómicas y Veterinarias, Instituto Tecnológico de Sonora, Ciudad Obregón 85000, Mexico.",Mexico,Instituto Tecnológico de Sonora
13130,,KA,Shira,"Animal, Veterinary, and Food Science Department, University of Idaho, Moscow, ID 83843, USA.",USA,University of Idaho
13131,,BM,Murdoch,"Animal, Veterinary, and Food Science Department, University of Idaho, Moscow, ID 83843, USA.",USA,University of Idaho
13132,,KJ,Thornton,"Department of Animal, Dairy and Veterinary Science, Utah State University, 4815 Old Main Hill, Logan, UT 84322, USA.",USA,Utah State University
13133,,CC,Reichhardt,"Department of Human Nutrition, Food and Animal Sciences, University of Hawai'i at Manoa, 1955 East-West Rd., Honolulu, HI 96822, USA.",USA,University of Hawai'i at Manoa
13134,,GM,Becker,"Animal, Veterinary, and Food Science Department, University of Idaho, Moscow, ID 83843, USA.",USA,University of Idaho
13135,,GE,Chibisa,"Animal, Veterinary, and Food Science Department, University of Idaho, Moscow, ID 83843, USA.",USA,University of Idaho
13136,,GK,Murdoch,"Department of Animal Sciences, Washington State University, Pullman, WA 99163, USA.",USA,Washington State University
13137,,Y,Cheng,"College of Advanced Agricultural Sciences, University of Chinese Academy of Sciences, Beijing 100008, China.",China,University of Chinese Academy of Sciences
13138,,S,Ding,"College of Advanced Agricultural Sciences, University of Chinese Academy of Sciences, Beijing 100008, China.",China,University of Chinese Academy of Sciences
13139,,MAK,Azad,"College of Advanced Agricultural Sciences, University of Chinese Academy of Sciences, Beijing 100008, China.",China,University of Chinese Academy of Sciences
13140,,B,Song,"College of Advanced Agricultural Sciences, University of Chinese Academy of Sciences, Beijing 100008, China.",China,University of Chinese Academy of Sciences
13141,,X,Kong,"College of Advanced Agricultural Sciences, University of Chinese Academy of Sciences, Beijing 100008, China.",China,University of Chinese Academy of Sciences
13142,,Z,Zheng,"State Key Laboratory of Animal Nutrition, College of Animal Science and Technology, China Agricultural University, Beijing 100193, China.",China,China Agricultural University
13143,,W,Lyu,"State Key Laboratory for Managing Biotic and Chemical Threats to the Quality and Safety of Agro-products, Institute of Agroproduct Safety and Nutrition, Zhejiang Academy of Agricultural Sciences, Hangzhou 310021, China.",China,Institute of Agroproduct Safety and Nutrition
13144,,Q,Hong,"College of Animal Sciences, Zhejiang University, Hangzhou 310058, China.",China,Zhejiang University
13145,,H,Yang,"State Key Laboratory for Managing Biotic and Chemical Threats to the Quality and Safety of Agro-products, Institute of Agroproduct Safety and Nutrition, Zhejiang Academy of Agricultural Sciences, Hangzhou 310021, China.",China,Institute of Agroproduct Safety and Nutrition
13146,,Y,Li,"Guangdong Provincial Key Laboratory of Animal Molecular Design and Precise Breeding, College of Life Science and Engineering, Foshan University, Foshan 528000, China.",China,Foshan University
13147,,S,Zhao,"Hubei Key Laboratory of Animal Nutrition and Feed Science, Wuhan Polytechnic University, Wuhan 430023, China.",China,Wuhan Polytechnic University
13148,,Y,Ren,"Hubei Key Laboratory of Animal Nutrition and Feed Science, Wuhan Polytechnic University, Wuhan 430023, China.",China,Wuhan Polytechnic University
13149,,Y,Xiao,"State Key Laboratory for Managing Biotic and Chemical Threats to the Quality and Safety of Agro-products, Institute of Agroproduct Safety and Nutrition, Zhejiang Academy of Agricultural Sciences, Hangzhou 310021, China.",China,Institute of Agroproduct Safety and Nutrition
13150,,M,Santos-Rivera,"Department of Biochemistry, Molecular Biology, Entomology, and Plant Pathology, Mississippi State University, Starkville, MS 39762, USA.",USA,Mississippi State University
13151,,AR,Woolums,"College of Veterinary Medicine, Pathobiology & Population Medicine, Mississippi State University, Starkville, MS 39762, USA.",USA,Mississippi State University
13152,,M,Thoresen,"College of Veterinary Medicine, Pathobiology & Population Medicine, Mississippi State University, Starkville, MS 39762, USA.",USA,Mississippi State University
13153,,F,Meyer,"Department of Biochemistry, Molecular Biology, Entomology, and Plant Pathology, Mississippi State University, Starkville, MS 39762, USA.",USA,Mississippi State University
13154,,CK,Vance,"Department of Biochemistry, Molecular Biology, Entomology, and Plant Pathology, Mississippi State University, Starkville, MS 39762, USA.",USA,Mississippi State University
13155,,L,Cabral,"Brazilian Biorenewables National Laboratory, Brazilian Center for Research in Energy and Materials, Campinas, SP, Brazil.",Brazil,Brazilian Biorenewables National Laboratory
13156,,GF,Persinoti,"Brazilian Biorenewables National Laboratory, Brazilian Center for Research in Energy and Materials, Campinas, SP, Brazil. gabriela.persinoti@lnbr.cnpem.br.",Brazil,Brazilian Biorenewables National Laboratory
13157,,DAA,Paixão,"Brazilian Biorenewables National Laboratory, Brazilian Center for Research in Energy and Materials, Campinas, SP, Brazil.",Brazil,Brazilian Biorenewables National Laboratory
13158,,MP,Martins,"Graduate Program in Functional and Molecular Biology, Institute of Biology, University of Campinas, Campinas, SP, Brazil.",Brazil,University of Campinas
13159,,MAB,Morais,"Brazilian Biorenewables National Laboratory, Brazilian Center for Research in Energy and Materials, Campinas, SP, Brazil.",Brazil,Brazilian Biorenewables National Laboratory
13160,,M,Chinaglia,"Graduate Program in Functional and Molecular Biology, Institute of Biology, University of Campinas, Campinas, SP, Brazil.",Brazil,University of Campinas
13161,,MN,Domingues,"Brazilian Biorenewables National Laboratory, Brazilian Center for Research in Energy and Materials, Campinas, SP, Brazil.",Brazil,Brazilian Biorenewables National Laboratory
13162,,ML,Sforca,"Brazilian Biosciences National Laboratory, Brazilian Center for Research in Energy and Materials, Campinas, SP, Brazil.",Brazil,Brazilian Biosciences National Laboratory
13163,,RAS,Pirolla,"Brazilian Biorenewables National Laboratory, Brazilian Center for Research in Energy and Materials, Campinas, SP, Brazil.",Brazil,Brazilian Biorenewables National Laboratory
13164,,WC,Generoso,"Brazilian Biorenewables National Laboratory, Brazilian Center for Research in Energy and Materials, Campinas, SP, Brazil.",Brazil,Brazilian Biorenewables National Laboratory
13165,,CA,Santos,"Brazilian Biorenewables National Laboratory, Brazilian Center for Research in Energy and Materials, Campinas, SP, Brazil.",Brazil,Brazilian Biorenewables National Laboratory
13166,,LF,Maciel,"Brazilian Biorenewables National Laboratory, Brazilian Center for Research in Energy and Materials, Campinas, SP, Brazil.",Brazil,Brazilian Biorenewables National Laboratory
13167,,N,Terrapon,"Architecture et Fonction des Macromolécules Biologiques, CNRS, Aix-Marseille Université, Marseille, France.",France,Aix-Marseille Université
13168,,V,Lombard,"Architecture et Fonction des Macromolécules Biologiques, CNRS, Aix-Marseille Université, Marseille, France.",France,Aix-Marseille Université
13169,,B,Henrissat,"Department of Biological Sciences, King Abdulaziz University, Jeddah, Saudi Arabia.",Saudi Arabia,King Abdulaziz University
13170,,MT,Murakami,"Brazilian Biorenewables National Laboratory, Brazilian Center for Research in Energy and Materials, Campinas, SP, Brazil. mario.murakami@lnbr.cnpem.br.",Brazil,Brazilian Biorenewables National Laboratory
13171,,CM,Lazov,"Department of Biotechnology and Biomedicine, Technical University of Denmark, 2800 Kongens Lyngby, Denmark.",Denmark,Technical University of Denmark
13172,,GJ,Belsham,"Department of Veterinary and Animal Sciences, University of Copenhagen, 1870 Frederiksberg, Denmark.",Denmark,University of Copenhagen
13173,,A,Bøtner,"Department of Veterinary and Animal Sciences, University of Copenhagen, 1870 Frederiksberg, Denmark.",Denmark,University of Copenhagen
13174,,TB,Rasmussen,"Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, 2300 Copenhagen, Denmark.",Denmark,Statens Serum Institut
13175,,PS,Spencer,"Oregon Institute of Occupational Health Sciences, Oregon Health and Science University, Portland, OR, United States.",United States,Oregon Health and Science University
13176,,VS,Palmer,"Department of Neurology, School of Medicine, Oregon Health and Science University, Portland, OR, United States.",United States,Oregon Health and Science University
13177,,GE,Kisby,"College of Osteopathic Medicine of the Pacific Northwest, Western University of Health Sciences, Lebanon, OR, United States.",United States,Western University of Health Sciences
13178,,E,Lagrange,"Department of Neurology, Reference Center of Neuromuscular Disease and ALS Consultations, Grenoble University Hospital, Grenoble, France.",France,Grenoble University Hospital
13179,,BZ,Horowitz,"Department of Emergency Medicine, Oregon-Alaska Poison Center, Oregon Health and Science University, Portland, OR, United States.",United States,Oregon Health and Science University
13180,,R,Valdes Angues,"Department of Neurology, School of Medicine, Oregon Health and Science University, Portland, OR, United States.",United States,Oregon Health and Science University
13181,,J,Reis,"University of Strasbourg, Faculté de Médecine, Strasbourg, France.",France,University of Strasbourg
13182,,JP,Vernoux,"Normandie Université, UNICAEN, Unité de Recherche Aliments Bioprocédés Toxicologie Environnements, Caen, France.",France,Normandie Université
13183,,C,Raoul,"INM, University of Montpellier, INSERM, Montpellier, France.",France,University of Montpellier
13184,,W,Camu,"ALS Reference Center, Montpellier University Hospital and University of Montpellier, INSERM, Montpellier, France.",France,Montpellier University Hospital and University of Montpellier
13185,,PC,Steketee,"The Roslin Institute, Royal (Dick) School of Veterinary Studies, University of Edinburgh, Edinburgh, United Kingdom.",United Kingdom,University of Edinburgh
13186,,EA,Dickie,"Wellcome Centre for Integrative Parasitology, Institute of Infection, Immunity and Inflammation, University of Glasgow, Glasgow, United Kingdom.",United Kingdom,University of Glasgow
13187,,J,Iremonger,"The Roslin Institute, Royal (Dick) School of Veterinary Studies, University of Edinburgh, Edinburgh, United Kingdom.",United Kingdom,University of Edinburgh
13188,,K,Crouch,"Wellcome Centre for Integrative Parasitology, Institute of Infection, Immunity and Inflammation, University of Glasgow, Glasgow, United Kingdom.",United Kingdom,University of Glasgow
13189,,E,Paxton,"The Roslin Institute, Royal (Dick) School of Veterinary Studies, University of Edinburgh, Edinburgh, United Kingdom.",United Kingdom,University of Edinburgh
13190,,S,Jayaraman,"The Roslin Institute, Royal (Dick) School of Veterinary Studies, University of Edinburgh, Edinburgh, United Kingdom.",United Kingdom,University of Edinburgh
13191,,OA,Alfituri,"The Roslin Institute, Royal (Dick) School of Veterinary Studies, University of Edinburgh, Edinburgh, United Kingdom.",United Kingdom,University of Edinburgh
13192,,G,Awuah-Mensah,"School of Life Sciences, University of Nottingham, Nottingham, United Kingdom.",United Kingdom,University of Nottingham
13193,,R,Ritchie,"Wellcome Centre for Integrative Parasitology, Institute of Infection, Immunity and Inflammation, University of Glasgow, Glasgow, United Kingdom.",United Kingdom,University of Glasgow
13194,,A,Schnaufer,"Institute of Immunology and Infection Research, University of Edinburgh, Edinburgh, United Kingdom.",United Kingdom,University of Edinburgh
13195,,T,Rowan,"Global Alliance for Livestock Veterinary Medicines, Edinburgh, United Kingdom.",United Kingdom,Unparsed
13196,,HP,de Koning,"Institute of Infection, Immunity and Inflammation, University of Glasgow, Glasgow, United Kingdom.",United Kingdom,University of Glasgow
13197,,C,Gadelha,"School of Life Sciences, University of Nottingham, Nottingham, United Kingdom.",United Kingdom,University of Nottingham
13198,,B,Wickstead,"School of Life Sciences, University of Nottingham, Nottingham, United Kingdom.",United Kingdom,University of Nottingham
13199,,MP,Barrett,"Glasgow Polyomics, University of Glasgow, Glasgow, United Kingdom.",United Kingdom,University of Glasgow
13200,,LJ,Morrison,"The Roslin Institute, Royal (Dick) School of Veterinary Studies, University of Edinburgh, Edinburgh, United Kingdom.",United Kingdom,University of Edinburgh
13201,,M,Geerts,"Department of Biomedical Sciences, Institute of Tropical Medicine, 2000 Antwerp, Belgium.",Belgium,Institute of Tropical Medicine
13202,,Z,Chen,"Institute of Immunology and Infection Research, University of Edinburgh, Edinburgh EH9 3FL, UK.",UK,University of Edinburgh
