firstName,initials,lastName,pubmed_affiliation,pubmed_institute,address
Dora,D,Pungan,"Center for Translational Research in Infection and Inflammation, John W. Deming Department of Medicine, Tulane University School of Medicine, New Orleans, LA 70112, USA.",Tulane University School of Medicine,"131 S. Robertson Building, 131 S Robertson St, New Orleans, LA 70112, USA"
Kuncheng,K,Song,"Center for Translational Research in Infection and Inflammation, John W. Deming Department of Medicine, Tulane University School of Medicine, New Orleans, LA 70112, USA.",Tulane University School of Medicine,"131 S. Robertson Building, 131 S Robertson St, New Orleans, LA 70112, USA"
Shahid,S,Husain,"Multi-Organ Transplant Program, Division of Infectious Diseases, Department of Medicine, University Health Network/University of Toronto, Toronto, ON M5G 2N2, Canada.",University Health Network/University of Toronto,"190 Elizabeth St, Toronto, ON M5G 2C4, Canada"
Prashali,P,Chauhan,"Physics Department, Syracuse University.",Syracuse University.,"Crouse Dr, Syracuse, NY 13210, USA"
Sophie,S,Martin,"Physics Department, Syracuse University.",Syracuse University.,"Crouse Dr, Syracuse, NY 13210, USA"
Zuzer,Z,Dhoondia,"Department of Biological Sciences, Wayne State University, Detroit, MI 48202, USA.",Wayne State University,"5047 Gullen Mall, Detroit, MI 48202, USA"
Roger,R,Pique-Regi,"Center for Molecular Medicine and Genetics, Wayne State University School of Medicine, 540 East Canfield, Detroit, MI 48201, USA.",Wayne State University School of Medicine,"540 E Canfield St, Detroit, MI 48201, USA"
Anjum,A,Ansari,"Department of Biological Sciences, Wayne State University, Detroit, MI 48202, USA.",Wayne State University,"5047 Gullen Mall, Detroit, MI 48202, USA"
Athar,A,Ansari,"Department of Biological Sciences, Wayne State University, Detroit, MI 48202, USA.",Wayne State University,"5047 Gullen Mall, Detroit, MI 48202, USA"
Bingqing,B,Xie,"Department of Biological Sciences, Vanderbilt University, Nashville, TN, USA; Center for Structural Biology, Vanderbilt University, Nashville, TN, USA.",Vanderbilt University,"1161 Medical Center Dr, Nashville, TN 37232, USA"
Boyang,B,Xie,"Department of Biological Sciences, Vanderbilt University, Nashville, TN, USA; Center for Structural Biology, Vanderbilt University, Nashville, TN, USA.",Vanderbilt University,"1161 Medical Center Dr, Nashville, TN 37232, USA"
Christian,C,Jung,"Department of Biological Sciences, Vanderbilt University, Nashville, TN, USA.",Vanderbilt University,"1161 Medical Center Dr, Nashville, TN 37232, USA"
Gabriele,G,Sass,"California Institute for Medical Research, San Jose, CA, USA. gabriele.sass@cimr.org.",California Institute for Medical Research,"2260 Clove Dr, San Jose, CA 95128, USA"
Jasmin,J,Philip,"Brooklyn College, Brooklyn, United States.",Brooklyn College,"2900 Bedford Ave, Brooklyn, NY 11210, USA"
Srujan,S,Singh,"Brooklyn College, Brooklyn, United States.",Brooklyn College,"2900 Bedford Ave, Brooklyn, NY 11210, USA"
Sargun,S,Singh,"Brooklyn College, Brooklyn, United States.",Brooklyn College,"2900 Bedford Ave, Brooklyn, NY 11210, USA"
Shakti,S,Singh,"Brooklyn College, Brooklyn, United States.",Brooklyn College,"2900 Bedford Ave, Brooklyn, NY 11210, USA"
Suruchi,S,Singh,"Brooklyn College, Brooklyn, United States.",Brooklyn College,"2900 Bedford Ave, Brooklyn, NY 11210, USA"
Shanteri,S,Singh,"Brooklyn College, Brooklyn, United States.",Brooklyn College,"2900 Bedford Ave, Brooklyn, NY 11210, USA"
Sunil,S,Singh,"Brooklyn College, Brooklyn, United States.",Brooklyn College,"2900 Bedford Ave, Brooklyn, NY 11210, USA"
Sumeet,S,Singh,"Brooklyn College, Brooklyn, United States.",Brooklyn College,"2900 Bedford Ave, Brooklyn, NY 11210, USA"
Shaneen,S,Singh,"Brooklyn College, Brooklyn, United States.",Brooklyn College,"2900 Bedford Ave, Brooklyn, NY 11210, USA"
Dirk,D,Remus,"Memorial Sloan-Kettering Cancer Center, New York, United States.",Unparsed,"1275 York Ave, New York, NY 10065, USA"
Dirk,D,Remus,"Memorial Sloan Kettering Cancer Center, Molecular Biology Program, 1275 York Avenue, New York, NY 10065, USA.",Unparsed,"1275 York Ave, New York, NY 10065, USA"
Sahil,S,Batra,"Molecular Biology Program, Memorial Sloan Kettering Cancer Center, New York, NY, United States.",Unparsed,"1275 York Ave, New York, NY 10065, USA"
Shohei,S,Koide,"Department of Biochemistry and Molecular Pharmacology, New York University School of Medicine, New York, NY, USA. Shohei.Koide@nyulangone.org.",New York University School of Medicine,"145 E 32nd St, New York, NY 10016, USA"
Pankaj,P,Sharma,"Cancer Center at Illinois, University of Illinois, Urbana, IL, USA.",University of Illinois,"405 N Mathews Ave, Urbana, IL 61801, USA"
Prerana,P,Sharma,"Cancer Center at Illinois, University of Illinois, Urbana, IL, USA.",University of Illinois,"405 N Mathews Ave, Urbana, IL 61801, USA"
Erik,E,Procko,"Cancer Center at Illinois, University of Illinois, Urbana, IL, USA.",University of Illinois,"405 N Mathews Ave, Urbana, IL 61801, USA"
Catherine,C,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Chaozhong,C,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Chao,C,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Chunye,C,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Chi,C,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Jianting,J,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Jinwei,J,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Jin,J,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Jingying,J,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Jessie,J,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Jing,J,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Jie,J,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Junran,J,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Jian,J,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Jun,J,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Jiantao,J,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Junli,J,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Jianhua,J,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Jianxiu,J,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Jianzhi,J,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Jifeng,J,Zhang,"College of Animal Science and Technology, Northwest A&F University, Yangling 712100, Shaanxi, China.",Northwest A&F University,"73MG+V6X, Yangling District, Xianyang, Shaanxi, China, 712100"
Zhantao,Z,Yu,"Department of Animal Sciences, The Ohio State University, Columbus 43210.",The Ohio State University,"Animal Science Bldg, 2029 Fyffe Rd, Columbus, OH 43210, USA"
Zhongtang,Z,Yu,"Department of Animal Sciences, The Ohio State University, Columbus 43210.",The Ohio State University,"Animal Science Bldg, 2029 Fyffe Rd, Columbus, OH 43210, USA"
Zulin,Z,Yu,"Department of Animal Sciences, The Ohio State University, Columbus 43210.",The Ohio State University,"Animal Science Bldg, 2029 Fyffe Rd, Columbus, OH 43210, USA"
Zhouliang,Z,Yu,"Department of Animal Sciences, The Ohio State University, Columbus 43210.",The Ohio State University,"Animal Science Bldg, 2029 Fyffe Rd, Columbus, OH 43210, USA"
Jennifer,J,Yang,"Department of Integrative, Structural and Computational Biology, Scripps Research, La Jolla, California, USA.",Unparsed,"10550 N Torrey Pines Rd, La Jolla, CA 92037, USA"
Jie,J,Yang,"Department of Integrative, Structural and Computational Biology, Scripps Research, La Jolla, California, USA.",Unparsed,"10550 N Torrey Pines Rd, La Jolla, CA 92037, USA"
Jun,J,Yang,"Department of Integrative, Structural and Computational Biology, Scripps Research, La Jolla, California, USA.",Unparsed,"10550 N Torrey Pines Rd, La Jolla, CA 92037, USA"
Jin,J,Yang,"Department of Integrative, Structural and Computational Biology, Scripps Research, La Jolla, California, USA.",Unparsed,"10550 N Torrey Pines Rd, La Jolla, CA 92037, USA"
Jiseon,J,Yang,"Department of Integrative, Structural and Computational Biology, Scripps Research, La Jolla, California, USA.",Unparsed,"10550 N Torrey Pines Rd, La Jolla, CA 92037, USA"
Eiko,E,Yamada,"Department of Medicine, University of Colorado Anschutz, Aurora, CO, USA.",University of Colorado Anschutz,"13001 E 17th Pl, Aurora, CO 80045, USA"
Inosha,I,Wijewardene,"Department of Biological Sciences, Texas Tech University, Lubbock, TX, 79409, USA. noshisw@gmail.com.",Texas Tech University,"2500 Broadway W, Lubbock, TX 79409, USA"
Hong,H,Zhang,"Department of Biological Sciences, Texas Tech University, Lubbock, TX, 79409, USA. hong.zhang@ttu.edu.",Texas Tech University,"2901 Main St, Lubbock, TX 79409, USA"
Hongen,H,Zhang,"Department of Biological Sciences, Texas Tech University, Lubbock, TX, 79409, USA. hong.zhang@ttu.edu.",Texas Tech University,"2901 Main St, Lubbock, TX 79409, USA"
Haowen,H,Zhang,"Department of Biological Sciences, Texas Tech University, Lubbock, TX, 79409, USA. hong.zhang@ttu.edu.",Texas Tech University,"2901 Main St, Lubbock, TX 79409, USA"
Hongliang,H,Zhang,"Department of Biological Sciences, Texas Tech University, Lubbock, TX, 79409, USA. hong.zhang@ttu.edu.",Texas Tech University,"2901 Main St, Lubbock, TX 79409, USA"
Hongtao,H,Zhang,"Department of Biological Sciences, Texas Tech University, Lubbock, TX, 79409, USA. hong.zhang@ttu.edu.",Texas Tech University,"2901 Main St, Lubbock, TX 79409, USA"
Jeremy,J,Thorner,"Department of Molecular and Cell Biology, Division of Biochemistry, Biophysics and Structural Biology, University of California, Berkeley, CA 94720, USA.",University of California,"Irvine, CA 92697, USA"
Anibal,A,Bher,"Instituto de Materiales de Misiones, CONICET-UNaM, Posadas 3300, Misiones, Argentina.",Instituto de Materiales de Misiones,"Colón 1575 N3301JFB, N3301JFB Posadas, Misiones, Argentina"
Robyn,R,Ball,"The Jackson Laboratory, Bar Harbor, ME 04609, USA.",The Jackson Laboratory,"600 Main St, Bar Harbor, ME 04609, USA"
Sarah,S,Gehrke,"Anschutz Medical Campus, University of Colorado, Aurora, CO 80045, USA.",University of Colorado,"12635 E Montview Blvd, Aurora, CO 80045, USA"
Melissa,M,Haendel,"Anschutz Medical Campus, University of Colorado, Aurora, CO 80045, USA.",University of Colorado,"12635 E Montview Blvd, Aurora, CO 80045, USA"
Ashraf,A,Ibrahim,"European Bioinformatics Institute (EMBL-EBI), Hinxton, Cambridgeshire, CB10 1SD, UK.",European Bioinformatics Institute (EMBL-EBI),"EMBL-EBI Main Building, Wellcome Genome, Campus, Hinxton, Saffron Walden CB10 1SD, UK"
Tim,T,Putman,"Anschutz Medical Campus, University of Colorado, Aurora, CO 80045, USA.",University of Colorado,"12635 E Montview Blvd, Aurora, CO 80045, USA"
Peter,P,Robinson,"The Jackson Laboratory, Bar Harbor, ME 04609, USA.",The Jackson Laboratory,"600 Main St, Bar Harbor, ME 04609, USA"
Nicole,N,Vasilevsky,"Anschutz Medical Campus, University of Colorado, Aurora, CO 80045, USA.",University of Colorado,"12635 E Montview Blvd, Aurora, CO 80045, USA"
Khanh,K,Nguyen,"Ludwig Institute for Cancer Research, University of California School of Medicine, San Diego, 9500 Gilman Drive, La Jolla, CA, 92093-0660, USA.",University of California School of Medicine,"9435 Gilman Dr, La Jolla, CA 92093, USA"
Kha,K,Nguyen,"Ludwig Institute for Cancer Research, University of California School of Medicine, San Diego, 9500 Gilman Drive, La Jolla, CA, 92093-0660, USA.",University of California School of Medicine,"9435 Gilman Dr, La Jolla, CA 92093, USA"
Sirri,S,Kar,"Department of Biology, Tekirdag Namik Kemal University, 59030, Suleymanpasa, Tekirdag, Turkey. sirrikar@yahoo.com.",Tekirdag Namik Kemal University,"Namık Kemal Kampüs Cad No:1, Namık Kemal, 59030 Süleymanpaşa/Tekirdağ, Türkiye"
Charles,C,Hodgens,"Department of Chemical and Biomolecular Engineering, University of Tennessee-Knoxville, Knoxville, Tennessee, USA.",University of Tennessee-Knoxville,"1512 Middle Dr, Knoxville, TN 37996, USA"
Ikhlas,I,Khan,"Department of Plant and Microbial Biology, North Carolina State University, Raleigh, North Carolina, USA.",North Carolina State University,"2731 Pillsbury Cir, Raleigh, NC 27607, USA"
Corey,C,Frazer,"Molecular Microbiology and Immunology Department, Brown Universitygrid.40263.33, Providence, Rhode Island, USA.",Brown Universitygrid.40263.33,"Providence, RI 02906, USA"
Xiaomei,X,Zhang,"Department of Experimental Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX, 77030, USA.",The University of Texas MD Anderson Cancer Center,"1220 Holcombe Blvd, Houston, TX 77030, USA"
Xiaolu,X,Zhang,"Department of Experimental Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX, 77030, USA.",The University of Texas MD Anderson Cancer Center,"1220 Holcombe Blvd, Houston, TX 77030, USA"
Xiang,X,Zhang,"Department of Experimental Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX, 77030, USA.",The University of Texas MD Anderson Cancer Center,"1220 Holcombe Blvd, Houston, TX 77030, USA"
Xinyi,X,Zhang,"Department of Experimental Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX, 77030, USA.",The University of Texas MD Anderson Cancer Center,"1220 Holcombe Blvd, Houston, TX 77030, USA"
Xingcai,X,Zhang,"Department of Experimental Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX, 77030, USA.",The University of Texas MD Anderson Cancer Center,"1220 Holcombe Blvd, Houston, TX 77030, USA"
Xiao,X,Zhang,"Department of Experimental Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX, 77030, USA.",The University of Texas MD Anderson Cancer Center,"1220 Holcombe Blvd, Houston, TX 77030, USA"
Xiuren,X,Zhang,"Department of Experimental Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX, 77030, USA.",The University of Texas MD Anderson Cancer Center,"1220 Holcombe Blvd, Houston, TX 77030, USA"
